timestamp,bus_id,lat,err,anom
1762788069.730249,bus-vmyzz,4.778395343756247,0,0
1762788069.7306767,bus-50le7,5.243515745557408,0,0
1762788069.7310488,bus-6ixqv,4.738863965721721,0,0
1762788069.7314107,bus-3hk2k,4.809577672000296,0,0
1762788069.7317748,bus-b87bn,5.139169175814702,0,0
1762788069.7321398,bus-h81sz,6.1523301338962035,0,0
1762788070.2381866,bus-kx9rd,4.837696639689136,0,0
1762788070.2386217,bus-ofn1v,4.929821011800388,1,0
1762788070.2389853,bus-vmyzz,4.221102281852951,0,0
1762788070.2393408,bus-50le7,5.081010617018127,0,0
1762788070.2397213,bus-6ixqv,5.440367925069913,1,0
1762788070.2400858,bus-3hk2k,5.546470039990991,0,0
1762788070.2404718,bus-b87bn,4.095906287428418,1,0
1762788070.2408326,bus-h81sz,5.6073734675952975,0,0
1762788070.7511883,bus-kx9rd,4.837696639689136,0,0
1762788070.7516584,bus-ofn1v,4.929821011800388,1,0
1762788070.7520883,bus-vmyzz,4.221102281852951,0,0
1762788070.752473,bus-50le7,5.081010617018127,0,0
1762788070.7528725,bus-6ixqv,5.440367925069913,1,0
1762788070.7532609,bus-3hk2k,5.546470039990991,0,0
1762788070.7536604,bus-b87bn,4.095906287428418,1,0
1762788070.7540486,bus-h81sz,5.6073734675952975,0,0
1762788071.2604177,bus-kx9rd,4.837696639689136,0,0
1762788071.2608387,bus-ofn1v,4.929821011800388,1,0
1762788071.261224,bus-vmyzz,4.221102281852951,0,0
1762788071.2615938,bus-50le7,5.081010617018127,0,0
1762788071.2619903,bus-6ixqv,5.440367925069913,1,0
1762788071.262377,bus-3hk2k,5.546470039990991,0,0
1762788071.2627985,bus-b87bn,4.095906287428418,1,0
1762788071.2631752,bus-h81sz,5.6073734675952975,0,0
1762788071.7691476,bus-kx9rd,4.837696639689136,0,0
1762788071.7695422,bus-ofn1v,4.929821011800388,1,0
1762788071.769903,bus-vmyzz,4.221102281852951,0,0
1762788071.770258,bus-50le7,5.081010617018127,0,0
1762788071.7706683,bus-6ixqv,5.440367925069913,1,0
1762788071.7710252,bus-3hk2k,5.546470039990991,0,0
1762788071.771381,bus-b87bn,4.095906287428418,1,0
1762788071.77173,bus-h81sz,5.6073734675952975,0,0
1762788072.2917445,bus-kx9rd,4.837696639689136,0,0
1762788072.2921927,bus-ofn1v,4.929821011800388,1,0
1762788072.2925751,bus-vmyzz,4.221102281852951,0,0
1762788072.2929425,bus-50le7,5.081010617018127,0,0
1762788072.2933135,bus-6ixqv,5.440367925069913,1,0
1762788072.2936952,bus-3hk2k,5.546470039990991,0,0
1762788072.294069,bus-b87bn,4.095906287428418,1,0
1762788072.294469,bus-h81sz,5.6073734675952975,0,0
1762788072.800601,bus-kx9rd,4.837696639689136,0,0
1762788072.8009846,bus-ofn1v,4.929821011800388,1,0
1762788072.8013492,bus-vmyzz,4.221102281852951,0,0
1762788072.8016965,bus-50le7,5.081010617018127,0,0
1762788072.802048,bus-6ixqv,5.440367925069913,1,0
1762788072.8024437,bus-3hk2k,5.546470039990991,0,0
1762788072.8028104,bus-b87bn,4.095906287428418,1,0
1762788072.8031654,bus-h81sz,5.6073734675952975,0,0
1762788073.3088915,bus-kx9rd,4.837696639689136,0,0
1762788073.3092723,bus-ofn1v,4.929821011800388,1,0
1762788073.3096297,bus-vmyzz,4.221102281852951,0,0
1762788073.3099613,bus-50le7,5.081010617018127,0,0
1762788073.3103166,bus-6ixqv,5.440367925069913,1,0
1762788073.3107214,bus-3hk2k,5.546470039990991,0,0
1762788073.3110757,bus-b87bn,4.095906287428418,1,0
1762788073.3114185,bus-h81sz,5.6073734675952975,0,0
1762788073.8219802,bus-kx9rd,4.837696639689136,0,0
1762788073.822389,bus-ofn1v,4.929821011800388,1,0
1762788073.822811,bus-vmyzz,4.221102281852951,0,0
1762788073.8231747,bus-50le7,5.081010617018127,0,0
1762788073.8235502,bus-6ixqv,5.440367925069913,1,0
1762788073.8239226,bus-3hk2k,5.546470039990991,0,0
1762788073.8242795,bus-b87bn,4.095906287428418,1,0
1762788073.8246362,bus-h81sz,5.6073734675952975,0,0
1762788074.3307738,bus-kx9rd,4.837696639689136,0,0
1762788074.3311594,bus-ofn1v,4.929821011800388,1,0
1762788074.331524,bus-vmyzz,4.221102281852951,0,0
1762788074.331874,bus-50le7,5.081010617018127,0,0
1762788074.3322284,bus-6ixqv,5.440367925069913,1,0
1762788074.3325975,bus-3hk2k,5.546470039990991,0,0
1762788074.332954,bus-b87bn,4.095906287428418,1,0
1762788074.3333094,bus-h81sz,5.6073734675952975,0,0
1762788074.8390074,bus-kx9rd,4.837696639689136,0,0
1762788074.8394182,bus-ofn1v,4.929821011800388,1,0
1762788074.8397715,bus-vmyzz,4.221102281852951,0,0
1762788074.8401086,bus-50le7,5.081010617018127,0,0
1762788074.8404577,bus-6ixqv,5.440367925069913,1,0
1762788074.8408113,bus-3hk2k,5.546470039990991,0,0
1762788074.8411593,bus-b87bn,4.095906287428418,1,0
1762788074.8415005,bus-h81sz,5.6073734675952975,0,0
1762788075.3517582,bus-kx9rd,4.789395343756247,0,0
1762788075.3522096,bus-ofn1v,5.150003748715506,0,0
1762788075.3526254,bus-vmyzz,4.592948978603379,0,0
1762788075.3529966,bus-50le7,6.363793328816286,0,0
1762788075.3533885,bus-6ixqv,5.105255894255575,0,0
1762788075.3537772,bus-3hk2k,5.481946697288208,1,0
1762788075.3541596,bus-b87bn,4.61877353524004,0,0
1762788075.3546016,bus-h81sz,4.603640658284573,1,0
1762788075.860577,bus-kx9rd,4.789395343756247,0,0
1762788075.860953,bus-ofn1v,5.150003748715506,0,0
1762788075.8612874,bus-vmyzz,4.592948978603379,0,0
1762788075.8616118,bus-50le7,6.363793328816286,0,0
1762788075.8619397,bus-6ixqv,5.105255894255575,0,0
1762788075.8622668,bus-3hk2k,5.481946697288208,1,0
1762788075.862627,bus-b87bn,4.61877353524004,0,0
1762788075.8629553,bus-h81sz,4.603640658284573,1,0
1762788076.3679771,bus-kx9rd,4.789395343756247,0,0
1762788076.3683543,bus-ofn1v,5.150003748715506,0,0
1762788076.3686962,bus-vmyzz,4.592948978603379,0,0
1762788076.3690372,bus-50le7,6.363793328816286,0,0
1762788076.3693888,bus-6ixqv,5.105255894255575,0,0
1762788076.369749,bus-3hk2k,5.481946697288208,1,0
1762788076.3700976,bus-b87bn,4.61877353524004,0,0
1762788076.3704824,bus-h81sz,4.603640658284573,1,0
1762788076.8811412,bus-kx9rd,4.789395343756247,0,0
1762788076.881524,bus-ofn1v,5.150003748715506,0,0
1762788076.8818917,bus-vmyzz,4.592948978603379,0,0
1762788076.8822434,bus-50le7,6.363793328816286,0,0
1762788076.8826492,bus-6ixqv,5.105255894255575,0,0
1762788076.8830185,bus-3hk2k,5.481946697288208,1,0
1762788076.8833842,bus-b87bn,4.61877353524004,0,0
1762788076.8837438,bus-h81sz,4.603640658284573,1,0
1762788077.389552,bus-kx9rd,4.789395343756247,0,0
1762788077.389942,bus-ofn1v,5.150003748715506,0,0
1762788077.390316,bus-vmyzz,4.592948978603379,0,0
1762788077.3907194,bus-50le7,6.363793328816286,0,0
1762788077.3910973,bus-6ixqv,5.105255894255575,0,0
1762788077.3914626,bus-3hk2k,5.481946697288208,1,0
1762788077.391829,bus-b87bn,4.61877353524004,0,0
1762788077.3921912,bus-h81sz,4.603640658284573,1,0
1762788077.8979566,bus-kx9rd,4.789395343756247,0,0
1762788077.8983293,bus-ofn1v,5.150003748715506,0,0
1762788077.8987236,bus-vmyzz,4.592948978603379,0,0
1762788077.899065,bus-50le7,6.363793328816286,0,0
1762788077.8994138,bus-6ixqv,5.105255894255575,0,0
1762788077.8997593,bus-3hk2k,5.481946697288208,1,0
1762788077.9000993,bus-b87bn,4.61877353524004,0,0
1762788077.9004397,bus-h81sz,4.603640658284573,1,0
1762788078.410793,bus-kx9rd,4.789395343756247,0,0
1762788078.4112113,bus-ofn1v,5.150003748715506,0,0
1762788078.4116035,bus-vmyzz,4.592948978603379,0,0
1762788078.4119816,bus-50le7,6.363793328816286,0,0
1762788078.4123607,bus-6ixqv,5.105255894255575,0,0
1762788078.4127347,bus-3hk2k,5.481946697288208,1,0
1762788078.413104,bus-b87bn,4.61877353524004,0,0
1762788078.4134843,bus-h81sz,4.603640658284573,1,0
1762788078.919449,bus-kx9rd,4.789395343756247,0,0
1762788078.9198008,bus-ofn1v,5.150003748715506,0,0
1762788078.920132,bus-vmyzz,4.592948978603379,0,0
1762788078.920456,bus-50le7,6.363793328816286,0,0
1762788078.9207916,bus-6ixqv,5.105255894255575,0,0
1762788078.9211144,bus-3hk2k,5.481946697288208,1,0
1762788078.921437,bus-b87bn,4.61877353524004,0,0
1762788078.9217553,bus-h81sz,4.603640658284573,1,0
1762788079.4272058,bus-kx9rd,4.789395343756247,0,0
1762788079.4275618,bus-ofn1v,5.150003748715506,0,0
1762788079.4279025,bus-vmyzz,4.592948978603379,0,0
1762788079.4282312,bus-50le7,6.363793328816286,0,0
1762788079.4285665,bus-6ixqv,5.105255894255575,0,0
1762788079.4288998,bus-3hk2k,5.481946697288208,1,0
1762788079.4292328,bus-b87bn,4.61877353524004,0,0
1762788079.4295557,bus-h81sz,4.603640658284573,1,0
1762788079.9400487,bus-kx9rd,4.789395343756247,0,0
1762788079.940465,bus-ofn1v,5.150003748715506,0,0
1762788079.9408596,bus-vmyzz,4.592948978603379,0,0
1762788079.9412434,bus-50le7,6.363793328816286,0,0
1762788079.9416268,bus-6ixqv,5.105255894255575,0,0
1762788079.9420145,bus-3hk2k,5.481946697288208,1,0
1762788079.9423969,bus-b87bn,4.61877353524004,0,0
1762788079.942808,bus-h81sz,4.603640658284573,1,0
